clean_message,sentiment
mean kia likhtay hain,Negative
samjhatey hue jo board use krtey h wo,Neutral
,Neutral
onenot window,Neutral
use krti hain sir,Neutral
us pen jo hota h wo khn h,Neutral
sir ky hath mein,Neutral
sir tablet py likhti ha,Neutral
meri pass kaisey aye ga,Neutral
muje math ki class onlin teach krni h,Neutral
sir ke pass hy,Neutral
ager koi procedur janta h plz step step bata,Neutral
apk pass tablet ha,Neutral
tablet h,Neutral
touch pen,Neutral
,Neutral
wohi ap le lo tab hi wesi ap likh sakt,Neutral
ok,Positive
,Neutral
creat guid beginn help understand machin learn pipelin,Neutral
bilal bhai trend,Neutral
check true,Positive
masahallah,Neutral
centuri,Neutral
masshallah,Neutral
masahallah ibrahim bro,Neutral
congratul,Neutral
sha allah,Neutral
messag delet,Neutral
messag delet,Neutral
readi dive captiv world heart diseas explor,Positive
support new member,Positive
good notebook,Positive
ask follow member group see work also,Negative
sab follow bhi karlo,Neutral
done,Neutral
follow dont anyon els link someon follow ill follow back,Neutral
kardiya ha follow,Neutral
done,Neutral
follow back upvot work kindli meri notebook bhi upvot kr dena jab free hn,Positive
first notbook plz upvot put lot effort plz upvot follow comment,Positive
acha bhai ok,Positive
ok bro,Positive
ap bi kr diji ga,Neutral
plz follow also,Neutral
done,Neutral
comment also,Neutral
done,Neutral
done,Neutral
done,Neutral
upvot also,Neutral
bro kr dia h ap bi kr dy kindli,Positive
done,Neutral
thank lot sister,Positive
welcom,Positive
check notebook also,Neutral
link,Neutral
,Neutral
ok,Positive
request pleas upvot comment,Neutral
done,Neutral
bhai ok ki report hy,Positive
dn also visit profil,Neutral
upvot notbook,Neutral
done bro,Neutral
turab bhai ap bhi upvot follow kar dein,Neutral
kr dia bhai,Neutral
titl emot analysi bigru accuraci,Neutral
,Neutral
messag delet,Neutral
,Neutral
maini ap sab logo ka kam dekha wonder sab ko follow b kia hai,Positive
g bro,Neutral
thank bro upvot comment bi kr dy,Positive
,Neutral
alreadi done,Neutral
dkhi h bro axhi bni h,Neutral
muji ba enta pta hai meri kaam say guna acha kam hai,Neutral
bhai muji abhi enta ata b ni,Neutral
theoret knowledg hai practic main abhi bohat pechi hu,Neutral
fr kia hwa inshallah ek din ap hm sy bi acha kri gy keep,Neutral
sha allah,Neutral
alreadi done,Neutral
miss apka kam bohat acha hai,Neutral
thank much notebook great,Positive
dill ko tasali dyni kay liy ye alfaz achi hain galib,Neutral
agr ap kuch advis b dyti bohat acha rahi ga meri liy,Neutral
hr kisi ko aesa hi lagta hai k uss k kam se dosray ka kam better hai apn ap per believ hona chahiy aur apn ap ko kumtr nhi smajhna chahiy,Positive
kamtr ni bs ap logo kay kaam say inspir lay raha hu,Neutral
engag share notebook let know anyon left,Neutral
,Neutral
yahi hota hai start mei cheezein achi nhi hoti agai practic bhi hoti jati hai idhr udhr se seekh bhi leitay hain inn commun mei kuch log hain jo help easili ker deitay hain aur knowledg unn k paa bht ziada hai jeas k inn se discuss karay ap ko bht acha guid karay gai sath support bhi,Positive
done,Neutral
ok,Positive
hmm mei abhi apn ap ko itna nhi smajhti k mei kisi ki help ker sakti hoon ya acha guid ker sakti hoon tu iss liy ye guid acha karay gai,Neutral
ok,Positive
mehak,Neutral
g,Neutral
meant forgot mention name list,Neutral
best way learn someth deeper teach other,Positive
ye know,Neutral
mujh nhi lagta k mei unn ko unn ki notebook per guid ker sakti hoon acha bss iss liy messag edit,Neutral
ji traha say sab logo nay apni notebook kay start main linkedin etc ka link dia hai wo kaisi lagna hota hai,Positive
wohi bata dytigener sa,Neutral
copi past kr lyn,Neutral
jahan author ka hy udhr apni link de dyn,Neutral
point hai,Neutral
k,Neutral
inshallah,Neutral
congrat keep work one day kaggl master insha allah,Neutral
sha allah,Neutral
yeah start,Neutral
inshaallah,Neutral
inshallah,Neutral
messag delet,Neutral
,Neutral
bhai nahi milni,Neutral
research,Neutral
get gold,Neutral
sha allah,Neutral
stay get mileston,Neutral
bro hmi overal py ni hoi lkn kaggl py medal milni py hti h,Neutral
anybodi know link file gb notebook kaggl file extern url kaggl,Neutral
,Neutral
kaggl api,Neutral
hmm seem logic tri way thank ibrahim,Positive
ad alhamdulliah,Neutral
,Neutral
updat abdullah,Neutral
,Neutral
check link,Neutral
ghr ja ke stori likhta hn,Neutral
ok,Positive
sab likho,Neutral
upvot kab likha aata hai ap ko mei ne kiya hai upvot tu tab wo zaro ho gaya mean ku tha,Neutral
bhai jan mji show hu rahe ha,Neutral
nd upvot mean,Neutral
bhen likhna tha sahi ap ne,Neutral
,Neutral
ok bro,Positive
mei ne koi mazak nhi kiya question tha pocha hai uss ko mazak mei lei janay ki zaroorat nhi jaha per number show hotay hain k upvot itnay ho gay waha likha tha jab mei ne upvot kiya likha tha tu keh rhe hoon,Neutral
ibrahim ssti chr pe hoi,Neutral
main bhi mazak nahi kiya,Neutral
ye kiya ha,Neutral
khair ji ki yaha meme bn rhe hai mei ne tu wo word hi read nhi kiya,Neutral
,Neutral
bhai addat badlo apni,Neutral
sorri mei kuch soch rhe thi hyper yaha ho gae realli sorri messag edit,Negative
bdl lo bht chtr pri gy,Neutral
np,Neutral
khair hy es ne bhai likh hi ku hyper hona banta tha,Neutral
yrr abdullah bs kr dy,Neutral
wotu mei ne dekha bhi nhi uss mei hyper honay wali baat nhi word kabhi nikal jatay hain,Neutral
,Neutral
problem,Neutral
,Neutral
problem,Neutral
yaha msg karo bhai,Neutral
ok dosto bye,Positive
tc,Neutral
ok,Positive
gusa kr gya yr,Neutral
hmmm shayd,Neutral
admin se bdtameezi,Neutral
nhi ni,Neutral
kamal kay log ho ap log,Neutral
bhai ap ne apni tk meri kaggl ki id explor nhi kii,Neutral
wait feedback,Neutral
link,Neutral
,Neutral
ok sir,Positive
abhi report karta hu kaggl,Neutral
bandi ki tarf vigo ari hai,Neutral
hahaha,Positive
ye na ho waha vigo bhejnay k chakar mei ap ki tarf aa jae,Neutral
bhai heavi,Negative
,Neutral
pr apka fyp tha kia,Neutral
ap zayda tr konsa editor use karti ho,Neutral
wasi konsa sai hai,Neutral
ki editor ka poch rhi hain code ke liy ya phr kisi aur ka,Neutral
code ka hi,Neutral
jupyt etc,Neutral
bhai vscode use krta hn mostli jab data big ho ya phr kaggl ko use krta hn,Positive
ok,Positive
featur engre ki koi video,Neutral
vs code best hy ager apki devic support krti hy use googl colab kaggl dono best hain,Positive
sai hogya,Neutral
beginn advanc,Neutral
hmm begin hi,Neutral
u want captur basi concept go watch codan playlist,Neutral
cool,Positive
advanc ke liy campu x ki playlist dekhien featur engin ki,Neutral
bhai zinda rehna bohat kuch puchna hai maini,Neutral
group main member main kia sabhi student,Positive
nahi student kam hain,Neutral
acha,Neutral
nahi categori hn wella hn,Neutral
apni kay ho messag edit,Neutral
,Neutral
class ho gi aj,Neutral
pta nhi sir ne abhi tak tu kuch nhi btaya,Neutral
lg rha h ni ho gi,Neutral
confirm tu sir hi btae gai,Neutral
haha ho gaya live lec start,Positive
konsa cours continu hai ap logo ka,Neutral
flask web app,Neutral
okie,Neutral
happi learn,Positive
embark ml nlp journey craft first email spam detector novic,Positive
wait feedback,Neutral
,Neutral
basi introduct transform origin stori,Neutral
hope messag find well excit share latest notebook digit recogn project feedback support invalu kindli request engag form upvot comment,Positive
,Neutral
asalam alaikum,Neutral
,Neutral
asalam alaikum,Neutral
hello friend notebook take minut open worth look use map analysi someth may use futur analysi,Neutral
,Neutral
bro meri bi abi hwi h,Neutral
bhai meri se koi gila,Neutral
ni bro vo kh rha ho bs logo ny kia baki koi bi ni krta upvot,Neutral
,Neutral
guy support ni kr rhi,Neutral
nop lol,Positive
upvot give review later,Neutral
great work,Positive
bilal bhai ny bnai hy achi hi hogi,Neutral
le bilal bhai,Neutral
upvot abdullah bro,Neutral
sure thank wait,Positive
yaar ibrahim abdullah ghaltiyan meri nikaaltein hain app logo ko nahi pata,Neutral
guruji hy yr ap teeno hmari,Neutral
baqi ye kaggl py gpu konsa best rehta hy thora explain maro,Positive
gpu p best hy ager ap ne simpl neural network ko train krna ya imag data ko train krna,Positive
normal ml model ky liy heavi dataset k liy,Neutral
normal ml ke liy ke kaggl ka normal interfac bhi chal jata hy heavi ke liy connect kr lia krien,Neutral
good ho gya,Positive
connect krni ke liy kaggl ki document read krni pari gii apko,Neutral
behtreeen,Neutral
agar app sab logo ko ziada gpu chahiy tu mil ker aik cloud gpu subscript le lo wo fast ho ga refer need,Positive
hmi bi support kr,Neutral
yaha iss commun se bht kam hi log support kert hain,Neutral
dhka lgana prta h fr thora bht krti h,Neutral
commun miss,Negative
abhi tk toh codan ki yehi ek commun hy,Neutral
intazar farmaiy sab men free hu kar comput karun gi tu sab ko upvot dyti hun tab tak husla sbr bardasht,Positive
good work,Positive
ramdan mubarak,Neutral
peopl copi edit code,Neutral
ok,Positive
khair mubarak,Neutral
,Neutral
,Neutral
,Neutral
ameen,Neutral
ameen,Neutral
khair mubarak ap ko bhi mubarak ho,Neutral
khair mubarak,Neutral
messag delet,Neutral
messag delet,Neutral
messag delet,Neutral
allah kri na ay,Neutral
koi mar rha hy report bhae aur kia hona tum bachi ho gye es liy zinda ho,Neutral
would someon report,Neutral
yrr sir ko mention kr ky pch lo sir kia khti ha messag edit,Neutral
abdullah understand frustrat bro advic refrain use bad languag especi respect month ramzan,Negative
ok clear hy sb kuch,Positive
issu mil gya aur clear ho gya,Neutral
sori remov messag,Neutral
kia issu tha,Neutral
,Neutral
read gudienc share anyth,Neutral
,Neutral
messag delet,Neutral
assalmo alikum,Neutral
walikum salam,Neutral
w asslam,Neutral
sab ko ramda mubarak,Neutral
khair mubarak aap ko b,Neutral
khair mubarak,Neutral
koi bata skta h k aj kal konsa system acha ja rha h,Neutral
,Neutral
data scienc k liy machin teach k liy b,Neutral
abhi kn sa use kr rhi hain ap,Neutral
laptop hp core,Neutral
appl ki koi macbook ly lyn wohi best hy,Positive
ok,Positive
konsi wali mac book,Neutral
gb ram harddisk ya ssd hone chahea,Neutral
meri pass del th gen hy ram gb graphic card ke sth perform itni khaa nahi hy mean simpl model train aur work ho jati hy jesi hi kuch zayda load aye speed nahi deta,Neutral
jo system choos kren dl,Neutral
bhai raat laga ke train pa soo jana hy yeh bhi guidenec add kr deyn plz,Neutral
secondli window u instal linux use tensorflow gpu,Neutral
mac avail hy alreadi,Positive
sir ney kha mac problem krta h,Neutral
tensorflow window pr nae chulta,Neutral
pir ki per chulta h,Neutral
yr mc mahng ha,Neutral
ok,Positive
ye mehngay hain,Neutral
kitna mehnga,Neutral
depend ager incom aa rhi hy es work se go aur upgrad machin wise cloud comput purchas kro lo un ka monthli pay kr lo,Positive
start lac max lac,Neutral
appl laptop mayb packag instal issu,Neutral
may,Neutral
ap la skta hein,Neutral
bhai sirf apko detail de rha hn yeh option hain aur yeh issu hain khud mac lena chah rha tha liken mujhi dost ne mana kr dia meni phr nahi lii unhon ne kaha jab incom start hui tb le lena,Neutral
abi job ka lia appli nae kr raha,Neutral
suggest stick window laptop,Neutral
ney suna tha k mac b avail h,Positive
un se bethar hy window hi lyn lyen,Neutral
get gpu like rtx minimum gb,Positive
lap top ki bajay system per kaam krna chah rai hn,Positive
ram gb,Neutral
build custom system cheaper laptop,Positive
q k laptop meri pass h,Neutral
everyon,Neutral
messag delet,Neutral
,Neutral
asalam alaikum everyon,Neutral
mera ak problem ha mojhi code yad ni rahta men chatgpt se code lyti hun wahan se dekh kar type karti hu ta k koch samjh ay samjh ajata ha k ki kam k liy kon sa code ha per agr bagr dekhi karna parhi ni yar rahta k code kia tha error bhut ati phir koi hall ha msli ka k mojhi code kesi yad rahi,Neutral
practic se yad rehni shiro ho jay gy big problem relax,Neutral
ok,Positive
ai se har chiz mil jay gy bs ap ko pta hona chahiy ap ne krna kiya,Neutral
dekhien solut ke practis krien code ko begar chatgpt ke khud se krien,Neutral
ni ata na code yad,Neutral
practis krien,Neutral
men liy ml py kam ni kar rahi q k abhi eda ka code sai se yad ni ha,Neutral
code yad na kri bs code ko smjh k kri code khud hi likhna aa jay ga ap ko,Neutral
make statement code,Neutral
solut practis es ke ellawa kuch nahi ager apko basi code bhi chatgpt chahiy na phr ap ke error kabhi solv nhi honay ap ne hamesha ek hi jagah stuck rehna bethar yehi hy code ko smjhien practis krien aur usi asan banyen,Neutral
ok ak problem ha mojhi ye samjh ni ata k dataset k ander kon kon si column point py eda kia jay,Positive
celebr gold medal,Neutral
lao,Neutral
bhol jao din ni ana,Neutral
lala g impress krb na kro,Neutral
impress khrab na hm akhti ho na pizza mili,Neutral
esa hi karti hu,Neutral
,Neutral
ye bohat acha idea hai,Neutral
masahallah boht boht mubarak ho bhai,Neutral
sha allah boht boht mubarak ho abdullah bhai,Neutral
shukriya sab bahion ka,Neutral
messag delet,Neutral
ok ye sab karti han,Positive
messag delet,Neutral
congratul,Neutral
mojhi lagta mojhi uni join karni chahi esi ghar men beth kar meri se koi kam ni hu ga jab tak koi parhani wala sir py ni hu ga,Neutral
sir ka paid cours join kr len phir jab sir py pri ap k tabak bhi roshan hon gy jab sir ki trf se koi relax na mili ap ko,Neutral
ni msla ye k ghar k kam bhi huti uni ja kar banda aram se hganti class ly ly yahan men bethon ami awaz dyti han ap boy hu ap ko ami awaz ni dyti hun gi itni ap aram se kar lyti hu gy,Neutral
uni kn pharta hy,Neutral
mean ms men admiss ly lyti hun na,Negative
ap ek din mera kam kr k dekhi ap ko pta chli ga boy kesi kam krti hen,Neutral
ji men manti boy bhi bhut kam karti per jab kam karo ghar wali rula dalti ni kna k bhuk kagi khana bana kaprhi istari kar abhi ider uder k bhut kam,Neutral
g bilkul esi hi,Neutral
chli mai kam mai busi hon baki ap koshish kri time manag ho hi jata,Neutral
messag delet,Neutral
ok tri isi liy sir k month complet huni wali mera abhi eda bhi thk ni huwa,Positive
koi bat nhi mai bhi sir k sath hi shiro hova tha deep learn tk sath sath raha us k bad internet ne boht khrab kiya elect ki wja se ooper se mai apni kam mai bhi boht busi ho giya hon phir bhi kuch na kuch time nikal k lectur touch kr hi leta hon,Negative
good,Positive
ap pichi hen koi bat nhi consist rhi bs ap ko pta bhi nhi chli ga ap kab master grand master k rank py pohnch jay gi,Neutral
sha allah,Neutral
,Neutral
bhai yeh batyen ap ko unhon ne kabhi comput lab dekhai hy,Neutral
vo pchti bi ni bs cgpa lna hta h vo boti shuta la ky ly lti ha,Neutral
ek sir ha machin learn ky bs vo guid krti rhti h thora bht,Neutral
degree ni bahi,Neutral
futur,Neutral
piec paper pakistan,Neutral
,Neutral
asslam alikum,Neutral
thank tri,Neutral
bhai ab ya day raha hai,Neutral
app banati waqat python ke version kn sa rkha tha,Neutral
,Neutral
messag delet,Neutral
ok,Positive
wi,Neutral
ji version code kia hy sari applic usi version ko udhr bhi select krn,Neutral
ager tha udhr bhi kr deyn,Neutral
ok,Positive
,Neutral
ibrahim bzi h vo bi kr dy ga aj inshallah,Neutral
link plz,Neutral
titl precisionfocus ml email spam detect nlp classif,Neutral
ye mene star k k rakhi hoi bad mai dekhni k liy,Negative
vote kr diya,Neutral
tum apni safai,Neutral
